genomeversion	biastype	biassubtype	chr	start	end
hg38	transcription	ts	chr19	47220824	47232766
hg38	transcription	ts	chr19	47403124	47419523
hg38	transcription	ts	chr19	47428017	47472168
hg38	transcription	ts	chr19	47475144	47484268
hg38	transcription	ts	chr19	47487637	47515240
hg38	transcription	ts	chr19	47520685	47555856
hg38	transcription	ts	chr19	47801243	47819051
hg38	transcription	ts	chr19	47870466	47886397
hg38	transcription	ts	chr19	47968046	47992170
hg38	transcription	ts	chr19	48029953	48044053
hg38	transcription	ts	chr19	48047843	48110817
hg38	transcription	ts	chr19	48115445	48170603
hg38	transcription	ts	chr19	48180770	48255946
hg38	transcription	ts	chr19	48296457	48321873
hg38	transcription	ts	chr19	48332356	48364237
hg38	transcription	ts	chr19	48382570	48391553
hg38	transcription	ts	chr19	48485271	48513189
hg38	transcription	ts	chr19	48600810	48614854
hg38	transcription	ts	chr19	48615328	48619536
hg38	transcription	ts	chr19	48630030	48637438
hg38	transcription	ts	chr19	48637942	48646312
hg38	transcription	ts	chr19	48661407	48673081
hg38	transcription	ts	chr19	48712742	48719721
hg38	transcription	ts	chr19	48720587	48740721
hg38	transcription	ts	chr19	48740852	48746909
hg38	transcription	ts	chr19	48748011	48755390
hg38	transcription	ts	chr19	48795062	48811029
hg38	transcription	ts	chr19	48813017	48836678
hg38	transcription	ts	chr19	48837097	48868632
hg38	transcription	ts	chr19	48880965	48898733
hg38	transcription	ts	chr19	48968125	48993310
hg38	transcription	ts	chr19	49015980	49017081
hg38	transcription	ts	chr19	49022869	49024333
hg38	transcription	ts	chr19	49022953	49036895
hg38	transcription	ts	chr19	49035574	49048749
hg38	transcription	ts	chr19	49047638	49049143
hg38	transcription	ts	chr19	49054274	49058860
hg38	transcription	ts	chr19	49055793	49065076
hg38	transcription	ts	chr19	49067418	49072941
hg38	transcription	ts	chr19	49118398	49119140
hg38	transcription	ts	chr19	49151198	49155424
hg38	transcription	ts	chr19	49289638	49325225
hg38	transcription	ts	chr19	49340595	49362457
hg38	transcription	ts	chr19	49422414	49423441
hg38	transcription	ts	chr19	49429401	49442360
hg38	transcription	ts	chr19	49446298	49453497
hg38	transcription	ts	chr19	49555711	49590262
hg38	transcription	ts	chr19	49635292	49640201
hg38	transcription	ts	chr19	49659569	49665875
hg38	transcription	ts	chr19	49739753	49763330
hg38	transcription	ts	chr19	49806869	49817376
hg38	transcription	ts	chr19	49861204	49867909
hg38	transcription	ts	chr19	49869038	49878459
hg38	transcription	ts	chr19	49889654	49929539
hg38	transcription	ts	chr19	49906825	49929763
hg38	transcription	ts	chr19	49909501	49958391
hg38	transcription	ts	chr19	49948985	49961172
hg38	transcription	ts	chr19	49976467	50025946
hg38	transcription	ts	chr19	50152548	50163195
hg38	transcription	ts	chr19	50311937	50333515
hg38	transcription	ts	chr19	50358477	50365830
hg38	transcription	ts	chr19	50466785	50476753
hg38	transcription	ts	chr19	50505998	50511353
hg38	transcription	ts	chr19	50511600	50514690
hg38	transcription	ts	chr19	50516892	50568045
hg38	transcription	ts	chr19	50621307	50668394
hg38	transcription	ts	chr19	50661827	50719450
hg38	transcription	ts	chr19	50797704	50804929
hg38	transcription	ts	chr19	50819148	50823787
hg38	transcription	ts	chr19	50825289	50837213
hg38	transcription	ts	chr19	50874296	50874784
hg38	transcription	ts	chr19	50906352	50910738
hg38	transcription	ts	chr19	50943303	50953093
hg38	transcription	ts	chr19	50958631	50969673
hg38	transcription	ts	chr19	50976473	50984099
hg38	transcription	ts	chr19	50996007	51002711
hg38	transcription	ts	chr19	50996018	51009581
hg38	transcription	ts	chr19	51000550	51009634
hg38	transcription	ts	chr19	51012739	51020175
hg38	transcription	ts	chr19	51022216	51028039
hg38	transcription	ts	chr19	51029092	51035230
hg38	transcription	ts	chr19	51056206	51065114
hg38	transcription	ts	chr19	51077495	51084245
hg38	transcription	ts	chr19	51097606	51108370
hg38	transcription	ts	chr19	51331536	51342124
hg38	transcription	ts	chr19	51345169	51366418
hg38	transcription	ts	chr19	51350373	51368099
hg38	transcription	ts	chr19	51367098	51369003
hg38	transcription	ts	chr19	51371606	51372715
hg38	transcription	ts	chr19	51379909	51387960
hg38	transcription	ts	chr19	51388289	51390574
hg38	transcription	ts	chr19	51410021	51417803
hg38	transcription	ts	chr19	51450847	51458456
hg38	transcription	ts	chr19	51491357	51501789
hg38	transcription	ts	chr19	51519525	51531856
hg38	transcription	ts	chr19	51591783	51594380
hg38	transcription	ts	chr19	51611528	51646898
hg38	transcription	ts	chr19	51612091	51646889
hg38	transcription	ts	chr19	51642553	51646801
hg38	transcription	ts	chr19	51713112	51723994
hg38	transcription	ts	chr19	51745172	51804110
hg38	transcription	ts	chr19	51855802	51890950
hg38	transcription	ts	chr19	51889224	51905040
hg38	transcription	ts	chr19	51964343	51986856
hg38	transcription	ts	chr19	51991332	52008230
hg38	transcription	ts	chr19	52012765	52030240
hg38	transcription	ts	chr19	52031379	52095738
hg38	transcription	ts	chr19	52064466	52095765
hg38	transcription	ts	chr19	52113091	52139922
hg38	transcription	ts	chr19	52153864	52171643
hg38	transcription	ts	chr19	52594060	52690496
hg38	transcription	ts	chr19	52702813	52735073
hg38	transcription	ts	chr19	52764195	52786791
hg38	transcription	ts	chr19	52797409	52857600
hg38	transcription	ts	chr19	52838008	52857649
hg38	transcription	ts	chr19	52863790	52897693
hg38	transcription	ts	chr19	52927135	52962911
hg38	transcription	ts	chr19	52928475	52962823
hg38	transcription	ts	chr19	53066606	53103436
hg38	transcription	ts	chr19	53107879	53133077
hg38	transcription	ts	chr19	53124072	53159075
hg38	transcription	ts	chr19	53159213	53193386
hg38	transcription	ts	chr19	53228324	53254898
hg38	transcription	ts	chr19	53266676	53267719
hg38	transcription	ts	chr19	53289603	53291622
hg38	transcription	ts	chr19	53599628	53603497
hg38	transcription	ts	chr19	53793603	53824394
hg38	transcription	ts	chr19	54040825	54063953
hg38	transcription	ts	chr19	54069895	54081365
hg38	transcription	ts	chr19	54094668	54102692
hg38	transcription	ts	chr19	54107013	54115675
hg38	transcription	ts	chr19	54155161	54159882
hg38	transcription	ts	chr19	54160108	54173250
hg38	transcription	ts	chr19	54173413	54189882
hg38	transcription	ts	chr19	54216278	54242753
hg38	transcription	ts	chr19	54216868	54242800
hg38	transcription	ts	chr19	54250399	54257301
hg38	transcription	ts	chr19	54273821	54281184
hg38	transcription	ts	chr19	54307070	54313139
hg38	transcription	ts	chr19	54333185	54339150
hg38	transcription	ts	chr19	54353753	54370558
hg38	transcription	ts	chr19	54461801	54463711
hg38	transcription	ts	chr19	54465026	54473264
hg38	transcription	ts	chr19	54635722	54638892
hg38	transcription	ts	chr19	54923509	54966312
hg38	transcription	ts	chr19	55013705	55038264
hg38	transcription	ts	chr19	55039108	55071291
hg38	transcription	ts	chr19	55090913	55117559
hg38	transcription	ts	chr19	55132794	55149354
hg38	transcription	ts	chr19	55151769	55157773
hg38	transcription	ts	chr19	55154757	55160671
hg38	transcription	ts	chr19	55158663	55166722
hg38	transcription	ts	chr19	55171199	55180441
hg38	transcription	ts	chr19	55181248	55209506
hg38	transcription	ts	chr19	55226639	55230279
hg38	transcription	ts	chr19	55229780	55258995
hg38	transcription	ts	chr19	55262231	55280381
hg38	transcription	ts	chr19	55312801	55334048
hg38	transcription	ts	chr19	55349306	55354814
hg38	transcription	ts	chr19	55352301	55359516
hg38	transcription	ts	chr19	55354908	55363260
hg38	transcription	ts	chr19	55364389	55370463
hg38	transcription	ts	chr19	55379245	55384598
hg38	transcription	ts	chr19	55401284	55407777
hg38	transcription	ts	chr19	55428740	55442863
hg38	transcription	ts	chr19	55452985	55462343
hg38	transcription	ts	chr19	55529733	55537089
hg38	transcription	ts	chr19	55540656	55545543
hg38	transcription	ts	chr19	55577533	55580845
hg38	transcription	ts	chr19	55591380	55601970
hg38	transcription	ts	chr19	55620742	55624601
hg38	transcription	ts	chr19	55708432	55738402
hg38	transcription	ts	chr19	55785404	55836800
hg38	transcription	ts	chr19	55891699	55932336
hg38	transcription	ts	chr19	56087366	56121280
hg38	transcription	ts	chr19	56150945	56151881
hg38	transcription	ts	chr19	56189570	56197920
hg38	transcription	ts	chr19	56221312	56368383
hg38	transcription	ts	chr19	56376044	56393545
hg38	transcription	ts	chr19	56439325	56478065
hg38	transcription	ts	chr19	56662652	56671783
hg38	transcription	ts	chr19	56774552	56840729
hg38	transcription	ts	chr19	56810077	56840728
hg38	transcription	ts	chr19	57134096	57145202
hg38	transcription	ts	chr19	57154021	57167443
hg38	transcription	ts	chr19	57437970	57477536
hg38	transcription	ts	chr19	57455174	57456486
hg38	transcription	ts	chr19	57466663	57477570
hg38	transcription	ts	chr19	57535257	57559863
hg38	transcription	ts	chr19	57571566	57578927
hg38	transcription	ts	chr19	57692500	57692760
hg38	transcription	ts	chr19	57697367	57709211
hg38	transcription	ts	chr19	57719751	57727624
hg38	transcription	ts	chr19	57803841	57814913
hg38	transcription	ts	chr19	57848731	57889074
hg38	transcription	ts	chr19	57876765	57916591
hg38	transcription	ts	chr19	57900296	57916610
hg38	transcription	ts	chr19	57921884	57935393
hg38	transcription	ts	chr19	57940833	57947675
hg38	transcription	ts	chr19	57958437	57974534
hg38	transcription	ts	chr19	57977053	58003349
hg38	transcription	ts	chr19	58083838	58118427
hg38	transcription	ts	chr19	58126252	58155110
hg38	transcription	ts	chr19	58345178	58353499
hg38	transcription	ts	chr19	58354357	58362848
hg38	transcription	ts	chr19	58367618	58381060
hg38	transcription	ts	chr19	58432814	58440222
hg38	transcription	ts	chr19	58479512	58512413
hg38	transcription	ts	chr19	58513530	58538911
hg38	transcription	ts	chr19	58551566	58555124
hg38	transcription	ts	chr19	58555712	58558960
hg38	transcription	ts	chr19	58561931	58573575
hg38	transcription	ts	chr20	187853	189681
hg38	transcription	ts	chr20	270863	290749
hg38	transcription	ts	chr20	435480	462553
hg38	transcription	ts	chr20	478472	543838
hg38	transcription	ts	chr20	603797	610398
hg38	transcription	ts	chr20	646615	653370
hg38	transcription	ts	chr20	646626	675800
hg38	transcription	ts	chr20	661596	676179
hg38	transcription	ts	chr20	760080	768487
hg38	transcription	ts	chr20	872653	916334
hg38	transcription	ts	chr20	958452	1002264
hg38	transcription	ts	chr20	1180561	1185415
hg38	transcription	ts	chr20	1309975	1329239
hg38	transcription	ts	chr20	1335584	1336911
hg38	transcription	ts	chr20	1368978	1393162
hg38	transcription	ts	chr20	1442162	1467772
hg38	transcription	ts	chr20	1470741	1491587
hg38	transcription	ts	chr20	1534251	1558843
hg38	transcription	ts	chr20	1540144	1620009
hg38	transcription	ts	chr20	1563521	1620061
hg38	transcription	ts	chr20	1629152	1657779
hg38	transcription	ts	chr20	1978757	1994086
hg38	transcription	ts	chr20	2461634	2470853
hg38	transcription	ts	chr20	2467212	2508907
hg38	transcription	ts	chr20	2481817	2524702
hg38	transcription	ts	chr20	2658395	2664219
hg38	transcription	ts	chr20	2794069	2800637
hg38	transcription	ts	chr20	2835314	2841190
hg38	transcription	ts	chr20	3082556	3084724
hg38	transcription	ts	chr20	3107573	3160196
hg38	transcription	ts	chr20	3146519	3159897
hg38	transcription	ts	chr20	3162617	3173546
hg38	transcription	ts	chr20	3190350	3204685
hg38	transcription	ts	chr20	3227417	3239241
hg38	transcription	ts	chr20	3249305	3407625
hg38	transcription	ts	chr20	3659292	3663399
hg38	transcription	ts	chr20	3667965	3682246
hg38	transcription	ts	chr20	3686970	3707128
hg38	transcription	ts	chr20	3753508	3768387
hg38	transcription	ts	chr20	3777504	3781448
hg38	transcription	ts	chr20	3783851	3786690
hg38	transcription	ts	chr20	3931421	4015582
hg38	transcription	ts	chr20	4070152	4075165
hg38	transcription	ts	chr20	4220682	4249074
hg38	transcription	ts	chr20	4731282	4740668
hg38	transcription	ts	chr20	4780023	4823645
hg38	transcription	ts	chr20	4852356	5010293
hg38	transcription	ts	chr20	5099840	5113103
hg38	transcription	ts	chr20	5114953	5126626
hg38	transcription	ts	chr20	5301671	5316732
hg38	transcription	ts	chr20	5544439	5611026
hg38	transcription	ts	chr20	5937235	5950536
hg38	transcription	ts	chr20	6040778	6054049
hg38	transcription	ts	chr20	6074845	6123544
hg38	transcription	ts	chr20	7882981	7940474
hg38	transcription	ts	chr20	7977348	8019829
hg38	transcription	ts	chr20	9537389	9839041
hg38	transcription	ts	chr20	10405184	10434222
hg38	transcription	ts	chr20	10637684	10674046
hg38	transcription	ts	chr20	13266062	13638940
hg38	transcription	ts	chr20	13714322	13784886
hg38	transcription	ts	chr20	13849247	13996443
hg38	transcription	ts	chr20	14322988	14337616
hg38	transcription	ts	chr20	16272104	16573433
hg38	transcription	ts	chr20	17493905	17569220
hg38	transcription	ts	chr20	17613678	17682295
hg38	transcription	ts	chr20	17941597	17968980
hg38	transcription	ts	chr20	17956979	18059188
hg38	transcription	ts	chr20	18383367	18467185
hg38	transcription	ts	chr20	18486540	18497243
hg38	transcription	ts	chr20	18809728	18830153
hg38	transcription	ts	chr20	19757652	19758035
hg38	transcription	ts	chr20	20034368	20056046
hg38	transcription	ts	chr20	20389552	20712623
hg38	transcription	ts	chr20	21395367	21398028
hg38	transcription	ts	chr20	21511010	21514026
hg38	transcription	ts	chr20	22581005	22585455
hg38	transcription	ts	chr20	23045633	23049741
hg38	transcription	ts	chr20	23079349	23086340
hg38	transcription	ts	chr20	23349378	23353429
hg38	transcription	ts	chr20	23374522	23421488
hg38	transcription	ts	chr20	23450403	23452857
hg38	transcription	ts	chr20	23564732	23568749
hg38	transcription	ts	chr20	23602410	23605876
hg38	transcription	ts	chr20	23627897	23638473
hg38	transcription	ts	chr20	23685640	23689040
hg38	transcription	ts	chr20	23747553	23751268
hg38	transcription	ts	chr20	23823769	23826731
hg38	transcription	ts	chr20	23875935	23879750
hg38	transcription	ts	chr20	23985053	23988779
hg38	transcription	ts	chr20	24962925	24992979
hg38	transcription	ts	chr20	25006232	25058980
hg38	transcription	ts	chr20	25070885	25082360
hg38	transcription	ts	chr20	25226486	25226734
hg38	transcription	ts	chr20	25294743	25390983
hg38	transcription	ts	chr20	25452705	25585517
hg38	transcription	ts	chr20	25612935	25624175
hg38	transcription	ts	chr20	25674215	25696841
hg38	transcription	ts	chr20	25763466	25868225
hg38	transcription	ts	chr20	31303212	31308585
hg38	transcription	ts	chr20	31377164	31390603
hg38	transcription	ts	chr20	31404845	31412838
hg38	transcription	ts	chr20	31465506	31476757
hg38	transcription	ts	chr20	31664452	31723989
hg38	transcription	ts	chr20	31844300	31845617
hg38	transcription	ts	chr20	31847637	31870747
hg38	transcription	ts	chr20	31944955	31952092
hg38	transcription	ts	chr20	32192503	32207791
hg38	transcription	ts	chr20	32443059	32585074
hg38	transcription	ts	chr20	32702691	32744008
hg38	transcription	ts	chr20	32983773	33004433
hg38	transcription	ts	chr20	33358839	33401561
hg38	transcription	ts	chr20	33407955	33443892
hg38	transcription	ts	chr20	33657087	33674463
hg38	transcription	ts	chr20	33675683	33686404
hg38	transcription	ts	chr20	33706706	33720319
hg38	transcription	ts	chr20	34088298	34112332
hg38	transcription	ts	chr20	34280268	34311802
hg38	transcription	ts	chr20	34560542	34677106
hg38	transcription	ts	chr20	34696918	34825649
hg38	transcription	ts	chr20	34844720	34872860
hg38	transcription	ts	chr20	34928433	34955817
hg38	transcription	ts	chr20	35002404	35092871
hg38	transcription	ts	chr20	35115357	35278125
hg38	transcription	ts	chr20	35278911	35284985
hg38	transcription	ts	chr20	35285731	35292401
hg38	transcription	ts	chr20	35302566	35412141
hg38	transcription	ts	chr20	35433347	35454746
hg38	transcription	ts	chr20	35526971	35529652
hg38	transcription	ts	chr20	35626031	35664956
hg38	transcription	ts	chr20	35632340	35699359
hg38	transcription	ts	chr20	35648925	35664956
hg38	transcription	ts	chr20	35703609	35742312
hg38	transcription	ts	chr20	35953617	35959472
hg38	transcription	ts	chr20	36168539	36170258
hg38	transcription	ts	chr20	36612318	36646216
hg38	transcription	ts	chr20	36651766	36746078
hg38	transcription	ts	chr20	36751791	36773827
hg38	transcription	ts	chr20	36777442	36863686
hg38	transcription	ts	chr20	36890229	36951843
hg38	transcription	ts	chr20	36996349	37095995
hg38	transcription	ts	chr20	37101226	37179588
hg38	transcription	ts	chr20	37251086	37261835
hg38	transcription	ts	chr20	37502414	37527931
hg38	transcription	ts	chr20	37983007	38033468
hg38	transcription	ts	chr20	38128461	38166578
hg38	transcription	ts	chr20	38210488	38260772
hg38	transcription	ts	chr20	40685848	40689240
hg38	transcription	ts	chr20	41178448	41317672
hg38	transcription	ts	chr20	41359966	41366827
hg38	transcription	ts	chr20	41402101	41618494
hg38	transcription	ts	chr20	42072752	43189970
hg38	transcription	ts	chr20	43726164	43726998
hg38	transcription	ts	chr20	44111695	44187578
hg38	transcription	ts	chr20	44196496	44210791
hg38	transcription	ts	chr20	44302838	44311169
hg38	transcription	ts	chr20	44451984	44465344
hg38	transcription	ts	chr20	44496221	44522109
hg38	transcription	ts	chr20	44605705	44619485
hg38	transcription	ts	chr20	44619522	44652233
hg38	transcription	ts	chr20	44751808	44810338
hg38	transcription	ts	chr20	44942130	44960486
hg38	transcription	ts	chr20	45092310	45101112
hg38	transcription	ts	chr20	45109452	45115172
hg38	transcription	ts	chr20	45123425	45124465
hg38	transcription	ts	chr20	45252239	45254564
hg38	transcription	ts	chr20	45293445	45308529
hg38	transcription	ts	chr20	45325288	45348424
hg38	transcription	ts	chr20	45373886	45407889
